Image#,Source PDF,Year,Type of Chart,Secondary Type Of Chart,Description,PDF Link
423,Climate Change 2007 Mitigation,2007,Bar Graph,None,"Historical forest carbon balance (MtCO2) per region, 1855-2000.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
424,Climate Change 2007 Mitigation,2007,Area chart,None,Forest sector mitigation strategies need to be assessed with regard to their impacts on carbon storage in forest ecosystems on sustainable harvest rates and on net GHG emissions across all sectors.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
425,Climate Change 2007 Mitigation,2007,Bar Graph,None,"Cumulative carbon gained through avoided deforestation by 2055 over the reference case, by tropical regions under various carbon price scenarios Source: Sohngen and Sedjo, 2006.",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
426,Climate Change 2007 Mitigation,2007,Bar Graph,None,Cumulative mitigation potential (2000-2050 and 2000-2100) according t o mitigation options under the 2.7 US$/tCO2 +5%/yr annual carbon price increment,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
427,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,Area chart,"OECD North America: technical potential for the forest sector alone for Canada (left, sink is positive) and the economic potential (at 15 US$/tCO2eq in constant real prices) in the agriculture and forestry sector in the USA",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
428,Climate Change 2007 Mitigation,2007,Line Chart,None,European forest sector carbon sink projections for which various assumptions on implementation rate of measures were made,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
429,Climate Change 2007 Mitigation,2007,Line Chart,None,"Russian Federation forest sector carbon sink projections, with assumptions regarding implementation rates differing in the various studies",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
430,Climate Change 2007 Mitigation,2007,Line Chart,Line Chart,Comparison of carbon supply curves globally from various studies,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
431,Climate Change 2007 Mitigation,2007,Bar Graph,None,Annual economic mitigation potential in the forestry sector by world region and cost class in 2030.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
432,Climate Change 2007 Mitigation,2007,Bar Graph,None,Comparison of estimates of mitigation potential in previous IPCC reports (blue) and the current report (in red).,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
433,Climate Change 2007 Mitigation,2007,???,None,,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
434,Climate Change 2007 Mitigation,2007,Connected Scatter Plot,None,Regional data for 1990 and 2003 with 2015 Millenium Development Goal (MDG) targets for the share of population with access to improved sanitation,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
435,Climate Change 2007 Mitigation,2007,Line Chart,None,Regional landfill CH4 emission trends (MtCO2-eq).,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
436,Climate Change 2007 Mitigation,2007,Pie Chart,Pie Chart,Regional distribution of N2O emissions from human sewage in 1990 and 2020. See Table 10.3 for total emissions.,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
437,Climate Change 2007 Mitigation,2007,Line Chart,None,Global CH4 emissions from landfills in baseline scenario compared to the following mitigation scenarios: increased incineration,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
438,Climate Change 2007 Mitigation,2007,???,None,,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
439,Climate Change 2007 Mitigation,2007,Bar chart,None,"Energy-related CO2-only emissions per world region for the year 2030 in the World Energy Outlook, and in the SRES B2 and A1B scenarios",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
440,Climate Change 2007 Mitigation,2007,Bar Graph,None,"Carbon dioxide reductions by sector in the NCEP, Cap-Trade, and No-S afety Cases, 2015 and 2025",https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
441,Climate Change 2007 Mitigation,2007,Line Chart,None,A comparison of Marginal Abatement Curves for China in 2010 from different models,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
442,Climate Change 2007 Mitigation,2007,Scatter Plot,Scatter Plot,Year 2030 estimated carbon prices and gross-world-product (GDP) costs of various pathways to stabilization targets,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
443,Climate Change 2007 Mitigation,2007,Line Chart,None,Carbon price projections for the 550 ppm CO2-only stabilization scenario,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
444,Climate Change 2007 Mitigation,2007,Line Chart,None,,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
445,Climate Change 2007 Mitigation,2007,Area Chart,None,Relationship between learning investments and carbon prices,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
446,Climate Change 2007 Mitigation,2007,Bar Graph,Bar Graph,Public funded Research and Development (R&D) expenditures for energy (A) and renewable energy technologies (B) by International Energy Agency (IEA) member,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
447,Climate Change 2007 Mitigation,2007,Stact bar chart,Stact Bar Chat,Evolution of the Clean Development Mechanism portfolio in terms of CO2 -equivalents per year and number of projects,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
448,Climate Change 2007 Mitigation,2007,Bar Graph,Pie Chart,Budgets for the acquisition of certified emissions reductions (CERs) and emission reductions units (ERUs).,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
449,Climate Change 2007 Mitigation,2007,Bar Graph,None,Total OECD foreign direct investment (FDI) outflows to selected,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
450,Climate Change 2007 Mitigation,2007,Bar Graph,None,Development assistance for energy,https://www.ipcc.ch/site/assets/uploads/2018/03/ar4_wg3_full_report-1.pdf
451,2007 The Physical Science Basis,2007,Line Chart,Scatter Plot,"Yearly global average surface temperature (Brohan et al., 2006), relative to the mean 1961 to 1990 values, and as projected in the FAR",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
452,2007 The Physical Science Basis,2007,Line Chart,None,Published records of surface temperature change over large regions. K�ppen (1881) tropics and temperate latitudes using land air temperature,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
453,2007 The Physical Science Basis,2007,???,None,Geographic resolution characteristic of the generations of climate models used in the IPCC Assessment Reports,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
454,2007 The Physical Science Basis,2007,Line Chart,None,"Recent CO2 concentrations and emissions. (a) CO2 concentrations (monthly averages) measured by continuous analysers over the period 1970 to 2005 from Mauna Loa, Hawaii (19�N, black; Keeling and Whorf, 2005) and Baring Head, New Zealand (41�S, blue; following techniques by Manning et al., 1997).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
455,2007 The Physical Science Basis,2007,Line Chart,None,Recent CH4 concentrations and trends. (a) Time series of global CH4 abundance mole fraction (in ppb) derived from surface sites operated by NOAA/GMD (blue lines) and AGAGE (red lines),https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
456,2007 The Physical Science Basis,2007,Line Chart,None,Temporal evolution of the global average dry-air mole fractions (ppt) of the major halogen-containing LLGHGs,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
457,2007 The Physical Science Basis,2007,Line Chart,Box and Whiskers,Estimates used to evaluate trends in weighted global average OH concentrations. (A) and (B): comparison of 1980 to 1999 OH anomalies,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
458,2007 The Physical Science Basis,2007,Bar Graph,None,Calculated RF due to tropospheric ozone change since pre-industrial time based on CTM and GCM model simulations,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
459,2007 The Physical Science Basis,2007,Heat Map,Chloropleth,The total aerosol optical depth,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
460,2007 The Physical Science Basis,2007,Heat Map,Chloropleth,"Characteristic aerosol properties related to their radiative effects, derived as the mean of the results from the nine AeroCom models listed in Table 2.5.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
461,2007 The Physical Science Basis,2007,Heat Map,None,"Anthropogenic modifi cations of land cover up to 1990. Top panel: Reconstructions of potential natural vegetation (Haxeltine and Prentice, 1996). Lower panels: reconstructions of croplands and pasture for 1750 and 1990",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
462,2007 The Physical Science Basis,2007,Line Chart ,Time Series,Percentage change in monthly values of the total solar irradiance composites of Willson and Mordvinov,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
463,2007 The Physical Science Basis,2007,Line Chart,Time Series,Reconstructions of the total solar irradiance time series starting as early as 1600,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
464,2007 The Physical Science Basis,2007,Time Series ,None,Visible (wavelength 0.55 ?m) optical depth estimates of stratospheric sulphate aerosols formed in the aftermath of explosive volcanic eruptions that occurred between 1860 and 2000.,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
465,2007 The Physical Science Basis,2007,Box and Whiskers,None,"(A) Global mean RFs from the agents and mechanisms discussed in this chapter, grouped by agent type. Anthropogenic RFs and the natural direct solar RF are shown. The plotted RF values correspond to the bold values in Table 2.12. C",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
466,2007 The Physical Science Basis,2007,Box and Whiskers,None,"Components of RF for emissions of principal gases, aerosols and aerosol precursors and other changes.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
467,2007 The Physical Science Basis,2007,Box and Whiskers,None,Integrated RF of year 2000 emissions over two time horizons (20 and 100 years). The fi gure gives an indication of the future climate impact of current emissions,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
468,2007 The Physical Science Basis,2007,Time Series,None,"Globally and annually averaged temporal evolution of the instantaneous all-sky RF (top panel) and surface forcing (bottom panel) due to various agents, as simulated in the MIROC+SPRINTARS model (Nozawa et al., 2005; Takemura et al., 2005).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
469,2007 The Physical Science Basis,2007,Heat Map,None,Instantaneous change in the spatial distribution of the net (solar plus longwave) radiative fl ux (W m�2) due to natural plus anthropogenic forcings between the years 1860 and 2000,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
470,2007 The Physical Science Basis,2007,Line Chart,Bar Graph,"Annual anomalies of global land-surface air temperature (�C), 1850 to 2005, relative to the 1961 to 1990 mean for CRUTEM3 updated from Brohan et al. (2006)",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
471,2007 The Physical Science Basis,2007,Line Chart,None,"Annual anomalies of maximum and minimum temperatures and DTR (�C) relative to the 1961 to 1990 mean, averaged for the 71% of global land areas where data are available for 1950 to 2004.",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
472,2007 The Physical Science Basis,2007,Line Chart,None,"Anomaly (�C) time series relative to the 1961 to 1990 mean of the full US Historical Climatology Network (USHCN) data (red), the USHCN data without the 16% of the stations with populations of over 30,000",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
473,2007 The Physical Science Basis,2007,Line Chart,Bar Graph,"Annual anomalies of global SST (HadSST2; red bars and blue solid curve), 1850 to 2005, and global NMAT (HadMAT, green curve), 1856 to 2005, relative to the 1961 to 1990 mean (�C) from the UK Meteorological Offi ce (UKMO; Rayner et al., 2006).",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
474,2007 The Physical Science Basis,2007,Heat Map,None,"Latitude-time sections of zonal mean temperature anomalies (�C) from 1900 to 2005, relative to the 1961 to 1990 mean",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
475,2007 The Physical Science Basis,2007,Line Chart,Box and Whiskers,"Global and hemispheric annual combined land-surface air temperature and SST anomalies (�C) (red) for 1850 to 2006 relative to the 1961 to 1990 mean,",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
476,2007 The Physical Science Basis,2007,Line Chart,Box and Whiskers,"Annual temperature anomalies (�C) up to 2005, relative to the 1961 to 1990 mean (red) with 5 to 95% error bars",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
477,2007 The Physical Science Basis,2007,Line Chart,None,"Annual anomalies (�C) of global average SST (blue curve, begins 1850), NMAT (green curve, begins 1856) and land-surface air temperature (red curve, begins 1850) to 2005",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
478,2007 The Physical Science Basis,2007,Heat Map,None,"Linear trend of seasonal MAM, JJA, SON and DJF temperature for 1979 to 2005",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
479,2007 The Physical Science Basis,2007,Heat Map,None,"Linear trend in annual mean DTR for 1979 to 2004 (�C per decade). Grey regions indicate incomplete or missing data (after Vose et al., 2005a)",https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
480,2007 The Physical Science Basis,2007,Line Chart,Bar Graph,Time series for 1900 to 2005 of annual global land precipitation anomalies (mm) from GHCN with respect to the 1981 to 2000 base period,https://www.ipcc.ch/site/assets/uploads/2018/05/ar4_wg1_full_report-1.pdf
